"debateID","speakersN","congress","session","weekday","day","month","year","title","date"
296,8,104,2,"Wednesday",24,"April",1996,"immigration control and financial responsibility act","1996-04-24"
297,6,104,2,"Monday",15,"April",1996,"immigration control and financial responsibility act of 1996","1996-04-15"
298,7,104,2,"Tuesday",16,"April",1996,"immigration control and financial responsibility act of 1996","1996-04-16"
299,16,104,2,"Wednesday",24,"April",1996,"immigration control and financial responsibility act of 1996","1996-04-24"
300,12,104,2,"Tuesday",30,"April",1996,"immigration control and financial responsibility act of 1996","1996-04-30"
301,19,104,2,"Wednesday",1,"May",1996,"immigration control and financial responsibility act of 1996","1996-05-01"
302,25,104,2,"Thursday",2,"May",1996,"immigration control and financial responsibility act of 1996","1996-05-02"
303,14,104,2,"Monday",29,"April",1996,"immigration control financial responsibility act of 1996","1996-04-29"
304,11,104,1,"Thursday",25,"May",1995,"impact statements on funding for the nih","1995-05-25"
305,5,104,1,"Monday",23,"January",1995,"in behalf of a cultural cutting edge","1995-01-23"
306,11,104,2,"Thursday",28,"March",1996,"increasing the public debt limit","1996-03-28"
307,7,104,1,"Tuesday",28,"November",1995,"interstate commerce commission sunset act","1995-11-28"
308,12,104,1,"Tuesday",28,"November",1995,"interstate commerce committee sunset act","1995-11-28"
309,11,104,1,"Wednesday",10,"May",1995,"interstate transportation of municipal solid waste act","1995-05-10"
310,15,104,1,"Thursday",11,"May",1995,"interstate transportation of municipal solid waste act","1995-05-11"
311,5,104,1,"Friday",12,"May",1995,"interstate transportation of municipal solid waste act","1995-05-12"
312,20,104,1,"Tuesday",16,"May",1995,"interstate transportation of municipal solid waste act","1995-05-16"
313,5,104,2,"Wednesday",5,"June",1996,"introduction of bills and joint resolutions","1996-06-05"
314,9,104,1,"Wednesday",15,"February",1995,"iwo jima","1995-02-15"
315,20,104,1,"Monday",23,"October",1995,"jerusalem embassy relocation implementation act of 1995","1995-10-23"
316,16,104,1,"Wednesday",26,"July",1995,"joint meeting of the two houses--address by his excellency kim yong- sam, president of the republic of korea","1995-07-26"
317,5,104,2,"Thursday",1,"August",1996,"judicial nominations","1996-08-01"
318,6,104,1,"Thursday",27,"July",1995,"korean war memorial","1995-07-27"
319,6,104,2,"Monday",29,"July",1996,"legislative branch appropriations act, 1997","1996-07-29"
320,24,104,1,"Thursday",20,"July",1995,"legislative branch appropriations for fiscal year 1996","1995-07-20"
321,6,104,1,"Monday",20,"March",1995,"legislative line-item veto act","1995-03-20"
322,11,104,1,"Tuesday",21,"March",1995,"legislative line-item veto act","1995-03-21"
323,23,104,1,"Wednesday",22,"March",1995,"legislative line-item veto act","1995-03-22"
324,40,104,1,"Thursday",23,"March",1995,"legislative line-item veto act","1995-03-23"
325,35,104,2,"Wednesday",27,"March",1996,"legislative line-item veto act of 1995--conference report","1996-03-27"
326,6,104,1,"Friday",17,"March",1995,"line-item veto","1995-03-17"
327,12,104,1,"Monday",20,"March",1995,"line-item veto","1995-03-20"
328,8,104,1,"Wednesday",22,"March",1995,"line-item veto","1995-03-22"
329,21,104,1,"Monday",24,"July",1995,"lobbying disclosure act of 1995","1995-07-24"
330,10,104,1,"Friday",22,"December",1995,"making further continuing appropriations for fiscal year 1996","1995-12-22"
331,11,104,2,"Thursday",19,"September",1996,"maritime security act","1996-09-19"
332,5,104,2,"Friday",20,"September",1996,"maritime security act","1996-09-20"
333,8,104,2,"Tuesday",24,"September",1996,"maritime security act","1996-09-24"
334,8,104,1,"Tuesday",2,"May",1995,"medicare and tax cuts for the rich","1995-05-02"
335,7,104,2,"Friday",5,"January",1996,"message from the house on h.r. 1643","1996-01-05"
336,16,104,1,"Friday",21,"July",1995,"military construction appropriations, 1996","1995-07-21"
337,8,104,1,"Friday",22,"September",1995,"military construction appropriations act, 1996--conference report","1995-09-22"
338,7,104,2,"Thursday",5,"September",1996,"military construction appropriations act, 1997--conference report","1996-09-05"
339,5,104,2,"Wednesday",26,"June",1996,"military construction appropriations act for fiscal year 1997","1996-06-26"
340,6,104,2,"Friday",28,"June",1996,"mollie beattie wilderness area act","1996-06-28"
341,12,104,1,"Tuesday",14,"February",1995,"motion to refer","1995-02-14"
342,14,104,2,"Thursday",23,"May",1996,"ms. mikulski. mr. president, i am honored to join my good friends challenge.","1996-05-23"
343,6,104,1,"Thursday",19,"October",1995,"national aeronautics and space administration appropriations authorization, fiscal year 1996","1995-10-19"
344,35,104,1,"Wednesday",2,"August",1995,"national defense authoriza- tion act for fiscal year 1996","1995-08-02"
345,16,104,1,"Wednesday",2,"August",1995,"national defense authorization act for fiscal year 1996","1995-08-02"
346,44,104,1,"Thursday",3,"August",1995,"national defense authorization act for fiscal year 1996","1995-08-03"
347,14,104,1,"Friday",4,"August",1995,"national defense authoriza- tion act for fiscal year 1996","1995-08-04"
348,42,104,1,"Friday",4,"August",1995,"national defense authorization act for fiscal year 1996","1995-08-04"
349,16,104,1,"Saturday",5,"August",1995,"national defense authorization act for fiscal year 1996","1995-08-05"
350,26,104,1,"Tuesday",5,"September",1995,"national defense authorization act for fiscal year 1996","1995-09-05"
351,5,104,1,"Friday",15,"December",1995,"national defense authorization act for fiscal year 1996--conference report","1995-12-15"
352,31,104,1,"Tuesday",19,"December",1995,"national defense authorization act for fiscal year 1996--conference report","1995-12-19"
353,16,104,2,"Friday",26,"January",1996,"national defense authorization act for fiscal year 1996--conference report","1996-01-26"
354,8,104,2,"Tuesday",18,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-18"
355,45,104,2,"Wednesday",19,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-19"
356,19,104,2,"Thursday",20,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-20"
357,17,104,2,"Tuesday",25,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-25"
358,46,104,2,"Wednesday",26,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-26"
359,39,104,2,"Thursday",27,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-27"
360,40,104,2,"Friday",28,"June",1996,"national defense authorization act for fiscal year 1997","1996-06-28"
361,11,104,2,"Wednesday",10,"July",1996,"national defense authorization act for fiscal year 1997","1996-07-10"
362,5,104,2,"Monday",9,"September",1996,"national defense authorization act for fiscal year 1997--conference report","1996-09-09"
363,6,104,2,"Tuesday",10,"September",1996,"national defense authorization act for fiscal year 1997--conference report","1996-09-10"
364,5,104,1,"Monday",19,"June",1995,"national highway system designation act","1995-06-19"
365,25,104,1,"Tuesday",20,"June",1995,"national highway system designation act","1995-06-20"
366,22,104,1,"Wednesday",21,"June",1995,"national highway system designation act","1995-06-21"
367,14,104,1,"Thursday",22,"June",1995,"national highway system designation act","1995-06-22"
368,23,104,1,"Friday",17,"November",1995,"national highway system designation act--conference report","1995-11-17"
369,5,104,1,"Thursday",15,"June",1995,"national highway system designation act--motion to proceed","1995-06-15"
370,6,104,1,"Friday",16,"June",1995,"national highway system designation act--motion to proceed","1995-06-16"
371,6,104,2,"Thursday",26,"September",1996,"national institutes of health revitalization act of 1996","1996-09-26"
372,7,104,2,"Thursday",3,"October",1996,"national invasive species act of 1996","1996-10-03"
373,6,104,2,"Wednesday",18,"September",1996,"national transportation safety board amendments of 1996","1996-09-18"
374,12,104,1,"Thursday",10,"August",1995,"nato enlargement","1995-08-10"
375,5,104,1,"Tuesday",10,"October",1995,"nato expansion","1995-10-10"
376,34,104,1,"Wednesday",21,"June",1995,"nomination of henry w. foster, jr., to be medical director in the the public health service","1995-06-21"
377,7,104,1,"Thursday",28,"September",1995,"nomination of james l. dennis, of louisiana, to be united states circuit judge for the fifth circuit","1995-09-28"
378,11,104,1,"Wednesday",11,"October",1995,"note","1995-10-11"
379,23,104,2,"Wednesday",31,"July",1996,"nuclear waste policy act of 1996","1996-07-31"
380,8,104,2,"Tuesday",16,"July",1996,"nuclear waste policy act of 1996--motion to proceed","1996-07-16"
381,5,104,1,"Tuesday",1,"August",1995,"opposing consolidation of usia","1995-08-01"
382,5,104,1,"Tuesday",9,"May",1995,"order to proceed to s. 534","1995-05-09"
383,6,104,1,"Monday",6,"March",1995,"paperwork reduction act of 1995","1995-03-06"
384,5,104,1,"Tuesday",7,"March",1995,"paperwork reduction act of 1995","1995-03-07"
385,9,104,1,"Tuesday",7,"November",1995,"partial-birth abortion ban act","1995-11-07"
386,23,104,1,"Wednesday",8,"November",1995,"partial-birth abortion ban act","1995-11-08"
387,5,104,1,"Monday",4,"December",1995,"partial-birth abortion ban act","1995-12-04"
388,6,104,1,"Tuesday",5,"December",1995,"partial-birth abortion ban act","1995-12-05"
389,6,104,1,"Wednesday",6,"December",1995,"partial-birth abortion ban act","1995-12-06"
390,31,104,1,"Thursday",7,"December",1995,"partial-birth abortion ban act","1995-12-07"
391,43,104,2,"Thursday",26,"September",1996,"partial-birth abortion ban act of 1995--veto","1996-09-26"
392,5,104,2,"Wednesday",25,"September",1996,"partial-birth abortions","1996-09-25"
393,13,104,1,"Thursday",21,"December",1995,"personal responsibility and work act of 1995--conference report","1995-12-21"
394,34,104,1,"Friday",22,"December",1995,"personal responsibility and work act of 1995--conference report","1995-12-22"
395,70,104,2,"Thursday",1,"August",1996,"personal responsibility and work opportunity reconciliation act of 1996--conference report","1996-08-01"
396,41,104,2,"Thursday",18,"July",1996,"personal responsibility, work opportunity, and medicaid restructuring act of 1996","1996-07-18"
397,33,104,2,"Friday",19,"July",1996,"personal responsibility, work opportunity, and medicaid restructuring act of 1996","1996-07-19"
398,12,104,2,"Monday",22,"July",1996,"personal responsibility, work opportunity, and medicaid restructuring act of 1996","1996-07-22"
399,20,104,2,"Tuesday",23,"July",1996,"personal responsibility, work opportunity, and medicaid restructuring act of 1996","1996-07-23"
400,5,104,2,"Thursday",3,"October",1996,"point of order","1996-10-03"
401,6,104,1,"Monday",7,"August",1995,"preserve medicare","1995-08-07"
402,6,104,1,"Wednesday",6,"December",1995,"president clinton's visit to england, northern ireland, and ireland","1995-12-06"
403,5,104,1,"Wednesday",24,"May",1995,"presidential campaign fund","1995-05-24"
404,14,104,2,"Wednesday",27,"March",1996,"presidio properties administration act","1996-03-27"
405,12,104,2,"Thursday",28,"March",1996,"presidio properties administration act","1996-03-28"
406,6,104,2,"Wednesday",1,"May",1996,"presidio properties administration act","1996-05-01"
407,13,104,2,"Thursday",3,"October",1996,"presidio properties administration act","1996-10-03"
408,6,104,2,"Monday",25,"March",1996,"presidio properties administration act of 1995","1996-03-25"
409,7,104,2,"Tuesday",26,"March",1996,"presidio properties administration act of 1995","1996-03-26"
410,13,104,1,"Thursday",22,"June",1995,"private securities litigation reform act","1995-06-22"
411,12,104,1,"Friday",23,"June",1995,"private securities litigation reform act","1995-06-23"
412,16,104,1,"Monday",26,"June",1995,"private securities litigation reform act","1995-06-26"
413,18,104,1,"Tuesday",27,"June",1995,"private securities litigation reform act","1995-06-27"
414,21,104,1,"Wednesday",28,"June",1995,"private securities litigation reform act","1995-06-28"
415,22,104,1,"Tuesday",5,"December",1995,"private securities litigation reform act--conference report","1995-12-05"
416,13,104,1,"Tuesday",5,"December",1995,"private securities litigation reform act of 1995--conference report","1995-12-05"
417,8,104,1,"Thursday",27,"April",1995,"privilege of the floor","1995-04-27"
418,44,104,2,"Thursday",28,"March",1996,"privilege of the floor","1996-03-28"
419,21,104,1,"Tuesday",24,"October",1995,"protect the peace process","1995-10-24"
420,8,104,1,"Wednesday",3,"May",1995,"public power","1995-05-03"
421,14,104,2,"Wednesday",20,"March",1996,"public rangelands management act","1996-03-20"
422,17,104,2,"Thursday",21,"March",1996,"public rangelands management act","1996-03-21"
423,5,104,1,"Wednesday",14,"June",1995,"race for the cure","1995-06-14"
424,22,104,1,"Thursday",26,"October",1995,"real families versus republican rhetoric","1995-10-26"
425,33,104,2,"Thursday",14,"March",1996,"rebuttal to presidential speech","1996-03-14"
426,22,104,1,"Tuesday",28,"February",1995,"recognition of the democratic leader","1995-02-28"
427,5,104,1,"Thursday",21,"December",1995,"recognizing senator dole's service as republican floor leader","1995-12-21"
428,9,104,2,"Friday",27,"September",1996,"re-create a meltdown","1996-09-27"
